x;Log3(x)
-0.700000000000;NaN
-0.650000000000;NaN
-0.600000000000;NaN
-0.550000000000;NaN
-0.500000000000;NaN
-0.450000000000;NaN
-0.400000000000;NaN
-0.350000000000;NaN
-0.300000000000;NaN
-0.250000000000;NaN
-0.200000000000;NaN
-0.150000000000;NaN
-0.100000000000;NaN
-0.050000000000;NaN
0.000000000000;-29.586877589801
0.050000000000;-2.726833027861
0.100000000000;-2.095903274290
0.150000000000;-1.726833027860
0.200000000000;-1.464973520718
0.250000000000;-1.266433458119
0.300000000000;-1.095903274289
0.350000000000;-0.955589278699
0.400000000000;-0.834043767147
0.450000000000;-0.726833027861
0.500000000000;-0.635503704548
0.550000000000;-0.544174689226
0.600000000000;-0.464973520718
0.650000000000;-0.392115508388
0.700000000000;-0.324659525127
0.750000000000;-0.261859507143
0.800000000000;-0.203114013576
0.850000000000;-0.147931104698
0.900000000000;-0.095903274290
0.950000000000;-0.046689168614
1.000000000000;0.000000000000
1.050000000000;0.044410721300
1.100000000000;0.086755064354
1.150000000000;0.127216802340
1.200000000000;0.165956232854
1.250000000000;0.203114013576
1.300000000000;0.238814245183
1.350000000000;0.273166972139
1.400000000000;0.306270228443
1.450000000000;0.338211724249
1.500000000000;0.369070246428
1.550000000000;0.398916829396
1.600000000000;0.427815739996
1.650000000000;0.455825310783
1.700000000000;0.482998648874
1.750000000000;0.509384242018
1.800000000000;0.535026479283
1.850000000000;0.559966100790
1.900000000000;0.584240712808
1.950000000000;0.607912262609
2.000000000000;0.630929753571
2.050000000000;0.653405938158
2.100000000000;0.675340474872
2.150000000000;0.696758856637
2.200000000000;0.717684817925
2.250000000000;0.738140492857
2.300000000000;0.758146555911
2.350000000000;0.777722347519
2.400000000000;0.796885986425
2.450000000000;0.815654470462
2.500000000000;0.834043767147
2.550000000000;0.852068895302
2.600000000000;0.869743998755
2.650000000000;0.887082413014
2.700000000000;0.904096725711
2.750000000000;0.920798831501
2.800000000000;0.937199982015
2.850000000000;0.953310831385
2.900000000000;0.969141477821
2.950000000000;0.984701501621
3.000000000000;0.999999999999
3.050000000000;1.015045619025
3.100000000000;1.029846582967
3.150000000000;1.044410721301
3.200000000000;1.058745493567
3.250000000000;1.072858012329
3.300000000000;1.086755064354
3.350000000000;1.100443130218
3.400000000000;1.113928402445
3.450000000000;1.127216802339
3.500000000000;1.140313995589
3.550000000000;1.153225406775
3.600000000000;1.165956232855
3.650000000000;1.178511455746
3.700000000000;1.190895854361
3.750000000000;1.203114021319
3.800000000000;1.215170466379
3.850000000000;1.227071014190
3.900000000000;1.238842016181
3.950000000000;1.250778094819
4.000000000000;1.261859507143
4.050000000000;1.273166972140
4.100000000000;1.284335691730
4.150000000000;1.295369029568
4.200000000000;1.306270228443
4.250000000000;1.317042416020
4.300000000000;1.327688610209
4.350000000000;1.338211724250
4.400000000000;1.348614571497
4.450000000000;1.358899869934
4.500000000000;1.369070246428
4.550000000000;1.379128240773
4.600000000000;1.389076309483
4.650000000000;1.398916829397
4.700000000000;1.408652101090
4.750000000000;1.418284352103
4.800000000000;1.427815739997
4.850000000000;1.437248355253
4.900000000000;1.446584224033
4.950000000000;1.455825310784
5.000000000000;1.464973520719
5.050000000000;1.474030702178
5.100000000000;1.482998648873
5.150000000000;1.491879102011
5.200000000000;1.500673752326
5.250000000000;1.509384242019
5.300000000000;1.518012166586
5.350000000000;1.526559076579
5.400000000000;1.535026479282
5.450000000000;1.543415840297
5.500000000000;1.551728585072
5.550000000000;1.559966100358
5.600000000000;1.568129735586
5.650000000000;1.576220804209
5.700000000000;1.584240584957
5.750000000000;1.592190323058
5.800000000000;1.600071231392
5.850000000000;1.607884491612
5.900000000000;1.615631255193
5.950000000000;1.623312644464
6.000000000000;1.630929753571
6.050000000000;1.638483649428
6.100000000000;1.645975372597
6.150000000000;1.653405938159
6.200000000000;1.660776336539
6.250000000000;1.668087534293
6.300000000000;1.675340474872
6.350000000000;1.682536079352
6.400000000000;1.689675247139
6.450000000000;1.696758856636
6.500000000000;1.703787765901
6.550000000000;1.710762813263
6.600000000000;1.717684817926
6.650000000000;1.724554580547
6.700000000000;1.731372883789
6.750000000000;1.738140492857
6.800000000000;1.744858156017
6.850000000000;1.751526605084
6.900000000000;1.758146555910
6.950000000000;1.764718708842
7.000000000000;1.771243749161
7.050000000000;1.777722347519
7.100000000000;1.784155160346
7.150000000000;1.790542830256
7.200000000000;1.796885986426
7.250000000000;1.803185244973
7.300000000000;1.809441209317
7.350000000000;1.815654470561
7.400000000000;1.821825607933
7.450000000000;1.827955189594
7.500000000000;1.834043774891
7.550000000000;1.840091922351
7.600000000000;1.846100219951
7.650000000000;1.852069399856
7.700000000000;1.858000767761
7.750000000000;1.863897782651
7.800000000000;1.869771769752
7.850000000000;1.875662230434
7.900000000000;1.881707848390
7.950000000000;1.888390724246
8.000000000000;1.897363211691
8.050000000000;1.898460551501
8.100000000000;1.904096725711
8.150000000000;1.909698215552
8.200000000000;1.915265445301
8.250000000000;1.920798831501
8.300000000000;1.926298783139
8.350000000000;1.931765701834
8.400000000000;1.937199982015
8.450000000000;1.942602011084
8.500000000000;1.947972169591
8.550000000000;1.953310831386
8.600000000000;1.958618363780
8.650000000000;1.963895127697
8.700000000000;1.969141477821
8.750000000000;1.974357762736
8.800000000000;1.979544325068
8.850000000000;1.984701501622
8.900000000000;1.989829623505
8.950000000000;1.994929016263
9.000000000000;2.000000000000
9.050000000000;2.005042889500
9.100000000000;2.010057994344
9.150000000000;2.015045619024
9.200000000000;2.020006063054
9.250000000000;2.024939621076
9.300000000000;2.029846582968
9.350000000000;2.034727233946
9.400000000000;2.039581854662
9.450000000000;2.044410721300
9.500000000000;2.049214105674
9.550000000000;2.053992275317
9.600000000000;2.058745493568
9.650000000000;2.063474019665
9.700000000000;2.068178108825
9.750000000000;2.072858012330
9.800000000000;2.077513977604
9.850000000000;2.082146248297
9.900000000000;2.086755064355
9.950000000000;2.091340662097
10.000000000000;2.095903274290
